pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,13.600,,,0,1.220,,,0,416.35730,50.85280,-50.85280,0,1.31000,0.16000,-0.16000,0,Msini,0.060000,0.090000,-0.090000,0,,,,,,,,,0,K0,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,-0.030,,,0,[Fe/H],2.57,0.03,-0.03,0,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.5520000,0.6485000,-0.6485000,6.8329500,0.0230000,-0.0230000,4.5150000,0.0200000,-0.0200000,6.5589600,0.0002370,-0.0002370
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,12.800,,,0,1.140,,,0,1684.40000,,,0,5.30000,,,0,Msini,0.206000,0.029000,-0.029000,0,,,,,,,,,0,G5 III,4785.00,25.00,-25.00,0,11.00,2.00,-1.00,0,2.40,0.10,-0.40,0,-0.060,0.030,-0.030,0,[Fe/H],2.35,0.08,-0.08,0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.2600000,1.2220000,-1.2220000,5.6430700,0.0230000,-0.0230000,3.2660000,0.2580000,-0.2580000,5.3758800,0.0031065,-0.0031065
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,Lick Observatory,0,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,13.100,,,0,1.170,,,0,1017.00000,,,0,3.20000,,,0,Msini,0.027000,0.026000,-0.026000,0,,,,,,,,,0,K0 III,4665.00,18.00,-18.00,0,11.00,0.10,-0.10,0,1.40,0.10,-0.10,0,-0.030,0.100,-0.100,0,[Fe/H],2.52,0.05,-0.05,0,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304000,0.5132500,-0.5132500,4.2394600,0.0230000,-0.0230000,1.5970000,0.2360000,-0.2360000,3.9531100,0.0088430,-0.0088430
AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,0,,,,,260.000000,,,0,12.300,,,0,1.100,,,0,4290.50000,158.90000,-158.90000,0,13.50000,0.50000,-0.50000,0,Mass,,,,,,,,,,,,,0,K2 V,,,,,,,,,,,,,,,,,,,,,,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475000,0.0734000,-0.0734000,9.1300000,0.0300000,-0.0300000,6.9810000,0.0240000,-0.0240000,8.8378000,0.0013320,-0.0013320
AU Mic b,AU Mic,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.46321000,0.00004000,-0.00004000,0,0.066000,0.007000,-0.006000,0,4.203,0.202,-0.202,0,0.375,0.018,-0.018,0,57.20940,,,1,0.18000,,,1,Msini,0.100000,0.170000,-0.090000,0,,,,,,,,,0,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,,,,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310
BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,0,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,12.700,,,0,1.130,,,0,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0,Msini,0.200000,0.120000,-0.080000,0,,,,,,,,,0,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,-0.710,0.090,-0.090,0,[Fe/H],1.89,0.10,-0.10,0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.6300000,63.8750000,-63.8750000,9.5770000,0.0080000,-0.0080000,6.0210000,0.0210000,-0.0210000,8.9977000,0.0002920,-0.0002920
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,0,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,13.800,,,0,1.230,,,0,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0,Msini,0.290000,0.030000,-0.030000,0,,,,,,,,,0,K2 V,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,0.170,,,0,[Fe/H],4.26,0.29,-0.29,0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.3520000,0.0845000,-0.0845000,9.7800000,0.0300000,-0.0300000,7.3360000,0.0230000,-0.0230000,9.3510800,0.0002530,-0.0002530
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,13.800,,,0,1.230,,,0,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0,Msini,0.001000,0.250000,-0.001000,0,,,,,,,,,0,,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,-0.220,0.080,-0.080,0,[Fe/H],2.61,0.12,-0.12,0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.0450000,45.0380000,-45.0380000,10.4100000,0.0100000,-0.0100000,7.7180000,0.0170000,-0.0170000,9.9918000,0.0004580,-0.0004580
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,0,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,13.700,,,0,1.230,,,0,352.78000,,,0,1.11000,,,0,Msini,0.260000,0.100000,-0.100000,0,,,,,,,,,0,K0,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,0.280,0.070,-0.070,0,[Fe/H],2.80,0.45,-0.45,0,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.4200000,6.4400000,-6.4400000,9.0100000,0.0300000,-0.0300000,6.5250000,0.0160000,-0.0160000,8.7178000,0.0002910,-0.0002910
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,11.600,,,0,1.030,,,0,17668.16970,24965.54650,-24965.54650,0,55.59000,78.55000,-78.55000,0,Msini,0.150000,0.030000,-0.030000,0,,,,,,,,,0,K2 II,4259.00,64.00,-64.00,0,71.02,73.63,-73.63,0,10.83,22.96,-22.96,0,-0.790,,,0,[Fe/H],1.77,0.19,-0.19,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,12.400,,,0,1.100,,,0,3963.17000,,,0,12.47000,,,0,Msini,0.180000,0.060000,-0.060000,0,,,,,,,,,0,K2 II,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,-1.000,0.070,-0.070,0,[Fe/H],1.51,0.05,-0.05,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,0,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,13.000,,,0,1.160,,,0,1334.88600,,,0,4.20000,,,0,Msini,0.210000,0.060000,-0.060000,0,,,,,,,,,0,K5 III,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,-0.460,0.070,-0.070,0,[Fe/H],1.99,0.05,-0.05,0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.5100000,80.5350000,-80.5350000,9.3670000,0.0080000,-0.0080000,6.1690000,0.0270000,-0.0270000,8.9161300,0.0004680,-0.0004680
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,0,41.68550000,0.00300000,-0.00300000,0,0.241000,0.019000,-0.017000,0,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,0.000000,,,0,,,,,546,19,-18,0,0,G,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.150,,,0,[Fe/H],4.50,0.08,-0.08,0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.4610000,1.2485000,-1.2485000,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000,10.8644000,0.0002490,-0.0002490
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,0,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,13.900,,,0,1.240,,,0,289.22530,,,0,0.91000,,,0,Msini,0.200000,0.100000,-0.100000,0,,,,,,,,,0,K0 III,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,-0.200,0.070,-0.070,0,[Fe/H],2.24,0.06,-0.06,0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.4930000,43.8490000,-43.8490000,9.1390000,0.0040000,-0.0040000,5.9040000,0.0180000,-0.0180000,8.6556900,0.0003650,-0.0003650
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,0,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,13.500,,,0,1.200,,,0,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0,Msini,0.760000,0.050000,-0.090000,0,,,,,,,,,0,,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,-0.130,0.060,-0.060,0,[Fe/H],2.48,0.04,-0.04,0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.5890000,21.5335000,-21.5335000,8.6900000,0.0300000,-0.0300000,5.6450000,0.0170000,-0.0170000,8.2644900,0.0007610,-0.0007610
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,0,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,13.500,,,0,1.210,,,0,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0,Msini,0.350000,0.240000,-0.100000,0,,,,,,,,,0,K0,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,-0.190,0.060,-0.060,0,[Fe/H],2.85,0.09,-0.09,0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.0420000,7.6540000,-7.6540000,9.3810000,0.0050000,-0.0050000,6.5710000,0.0210000,-0.0210000,9.0285100,0.0002350,-0.0002350
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,0,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,2.850,,,0,0.254,,,0,8.50000,1.30000,-1.30000,0,0.02700,0.00400,-0.00400,0,Msini,0.000000,,,0,,,,,,,,,0,K7/M0 V,4324.00,100.00,-100.00,0,,,,,0.70,,,0,-0.140,0.170,-0.170,0,[Fe/H],4.74,0.02,-0.02,0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,0.0219000,-0.0219000,9.7000000,0.0300000,-0.0300000,6.3050000,0.0180000,-0.0180000,9.1067700,0.0006020,-0.0006020
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,0,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,8.380,,,0,0.747,,,0,53.00000,8.00000,-8.00000,0,0.17000,0.03000,-0.03000,0,Msini,0.310000,0.110000,-0.110000,0,,,,,,,,,0,K7/M0 V,4324.00,100.00,-100.00,0,,,,,0.70,,,0,-0.140,0.170,-0.170,0,[Fe/H],4.74,0.02,-0.02,0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695000,0.0219000,-0.0219000,9.7000000,0.0300000,-0.0300000,6.3050000,0.0180000,-0.0180000,9.1067700,0.0006020,-0.0006020
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,3.610,,,0,0.322,,,0,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0,Msini,0.150000,0.150000,-0.150000,0,,,,,,,,,0,K3 V,4816.00,114.00,-114.00,0,0.71,0.04,-0.04,0,0.50,0.26,-0.26,0,-0.060,,,0,[Fe/H],4.43,0.22,-0.22,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0683500,-0.0683500,9.8600000,0.0300000,-0.0300000,7.3230000,0.0210000,-0.0210000,9.5033100,0.0004180,-0.0004180
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,12.500,,,0,1.110,,,0,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,Msini,0.190000,0.090000,-0.090000,0,,,,,,,,,0,K3 V,4746.00,63.00,-63.00,0,,,,,0.74,0.07,-0.07,0,-0.070,0.030,-0.030,0,[Fe/H],4.13,0.26,-0.26,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342000,0.0683500,-0.0683500,9.8600000,0.0300000,-0.0300000,7.3230000,0.0210000,-0.0210000,9.5033100,0.0004180,-0.0004180
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,14.100,,,0,1.260,,,0,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,Msini,0.020000,0.020000,-0.020000,0,,,,,,,,,0,K0 V,5393.00,44.00,-44.00,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,0.380,,,0,[Fe/H],4.69,0.06,-0.06,0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069000,0.3522500,-0.3522500,10.0130000,0.0070000,-0.0070000,8.1240000,0.0260000,-0.0260000,9.8398100,0.0006070,-0.0006070
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,La Silla Observatory,0,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,14.100,,,0,1.250,,,0,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,Msini,0.050000,0.050000,-0.030000,0,,,,,,,,,0,K7 V,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.350,0.150,-0.150,0,[Fe/H],4.64,0.03,-0.03,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,10.0300000,0.0300000,-0.0300000,6.8670000,0.0240000,-0.0240000,9.4851100,0.0005180,-0.0005180
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,0,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,4.040,,,0,0.360,,,0,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,Msini,0.400000,0.130000,-0.150000,0,,,,,,,,,0,,4550.00,110.00,-110.00,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.350,0.150,-0.150,0,[Fe/H],4.64,0.03,-0.03,0,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000,0.0346000,-0.0346000,10.0300000,0.0300000,-0.0300000,6.8670000,0.0240000,-0.0240000,9.4851100,0.0005180,-0.0005180
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,0,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,12.500,,,0,1.110,,,0,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,Msini,0.210000,0.070000,-0.070000,0,,,,,,,,,0,,4545.00,71.00,-71.00,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,-0.080,,,0,[Fe/H],2.20,0.20,-0.20,0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.2140000,41.2110000,-41.2110000,10.0380000,0.0090000,-0.0090000,7.1510000,0.0230000,-0.0230000,9.6997100,0.0003370,-0.0003370
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,0,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,12.800,,,0,1.150,,,0,1620.90000,38.14000,-38.14000,0,5.10000,0.12000,-0.12000,0,Msini,0.540000,0.005000,-0.005000,0,,,,,,,,,0,K5 V,4714.00,93.00,-93.00,0,0.69,,,0,0.74,0.03,-0.03,0,-0.030,0.060,-0.060,0,[Fe/H],4.26,0.24,-0.24,0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603000,0.0926500,-0.0926500,9.6200000,0.0300000,-0.0300000,6.9140000,0.0240000,-0.0240000,9.2011200,0.0005140,-0.0005140
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,0,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,12.400,,,0,1.110,,,0,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,Mass,,,,,,,,,370,40,-40,0,0,,580.50,24.50,-24.50,0,,,,,0.02,0.01,-0.01,0,,,,,,4.72,0.28,-0.28,0,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,,,,,,,,,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,0,,,,,210.000000,,,0,12.300,,,0,1.100,,,0,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,Mass,,,,,,,,,,,,,0,M3.5,,,,,,,,,0.35,,,0,,,,,,,,,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.3740000,6.4335000,-6.4335000,,,,10.7030000,0.0230000,-0.0230000,17.2934000,0.0013960,-0.0013960
CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,0,8.98910000,0.02020000,-0.02020000,0,,,,,12.400,,,0,1.110,,,0,3686.82800,921.70700,-858.14100,0,11.60000,2.90000,-2.70000,0,Mass,0.250000,0.160000,-0.160000,0,,,,,,,,,0,K7,,,,,,,,,0.90,0.02,-0.02,0,,,,,,,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000,1.1890000,-1.1890000,13.6420000,0.1720000,-0.1720000,7.7930000,0.0200000,-0.0200000,12.1454000,0.0118660,-0.0118660
CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,0,,,,,440.000000,,,0,24.660,9.080,-6.730,0,2.200,0.810,-0.600,0,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,Mass,,,,,,,,,2600,250,-250,0,0,,,,,,,,,,,,,,,,,,,,,,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.7200000,0.7745000,-0.7745000,12.3350000,0.0690000,-0.0690000,8.6610000,0.0210000,-0.0210000,11.7733000,0.0047010,-0.0047010
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,0,1.50895570,0.00000640,-0.00000640,0,0.027520,0.000220,-0.000230,0,16.700,0.900,-0.900,0,1.490,0.080,-0.080,0,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,Mass,0.000000,,,0,,,,,1898,50,-50,0,0,G0 V,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,-0.300,0.250,-0.250,0,[M/H],4.25,0.30,-0.30,0,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000,23.4910000,-23.4910000,13.6230000,0.1140000,-0.1140000,12.1490000,0.0270000,-0.0270000,13.4570000,0.0004770,-0.0004770
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,0,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,10.870,0.780,-0.780,0,0.970,0.070,-0.070,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,Mass,0.530000,0.040000,-0.040000,0,,,,,600,23,-23,0,0,K1 V,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,0.260,0.070,-0.070,0,[Fe/H],4.65,0.10,-0.10,0,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000,3.9865000,-3.9865000,15.2930000,0.1370000,-0.1370000,11.7820000,0.0210000,-0.0210000,14.6645000,0.0003290,-0.0003290
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,0,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,16.030,0.340,-0.340,0,1.430,0.030,-0.030,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,Mass,0.000000,,,0,,,,,1657,55,-55,0,0,F6 V,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,-0.030,0.080,-0.080,0,[Fe/H],4.22,0.23,-0.23,0,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000,24.0780000,-24.0780000,12.8970000,0.1140000,-0.1140000,11.2480000,0.0220000,-0.0220000,12.8410000,0.0003360,-0.0003360
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,0,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,16.140,1.460,-1.460,0,1.440,0.130,-0.130,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,Mass,0.070000,0.063000,-0.042000,0,,,,,1442,58,-58,0,0,,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,0.160,0.100,-0.100,0,[Fe/H],4.38,0.07,-0.06,0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000,55.7450000,-55.7450000,15.5880000,0.1830000,-0.1830000,13.5570000,0.0420000,-0.0420000,15.3453000,0.0007700,-0.0007700
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,0,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,9.920,0.157,-0.157,0,0.885,0.014,-0.014,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,Mass,0.000000,,,0,,,,,1700,,,0,0,G0 V,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,0.010,0.070,-0.070,0,[Fe/H],4.46,0.05,-0.05,0,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000,59.1350000,-59.1350000,15.0050000,0.2970000,-0.2970000,13.3760000,0.0390000,-0.0390000,14.9147000,0.0005000,-0.0005000
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,0,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,12.220,0.780,-0.780,0,1.090,0.070,-0.070,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,Mass,0.000000,,,0,,,,,1952,66,-66,0,0,F9 V,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,0.050,0.150,-0.150,0,[Fe/H],4.35,0.15,-0.15,0,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000,158.9650000,-158.9650000,15.9320000,0.2060000,-0.2060000,13.8060000,0.0530000,-0.0530000,15.8116000,0.0007690,-0.0007690
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,0,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,13.110,1.790,-1.570,0,1.170,0.160,-0.140,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,Mass,0.330000,0.090000,-0.100000,0,,,,,,,,,0,G5 V,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,0.190,0.060,-0.060,0,[M/H],4.36,0.10,-0.10,0,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000,33.8130000,-33.8130000,16.0520000,0.2170000,-0.2170000,12.8470000,0.0370000,-0.0370000,15.6507000,0.0009980,-0.0009980
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,0,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,11.430,0.780,-0.780,0,1.020,0.070,-0.070,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,Mass,0.000000,,,0,,,,,1626,31,-31,0,0,G2 V,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,0.000,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000,54.6800000,-54.6800000,16.2900000,0.3200000,-0.3200000,12.4720000,0.0540000,-0.0540000,15.4368000,0.0005240,-0.0005240
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,0,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1.310,0.180,-0.180,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,Mass,0.080000,,,1,,,,,1550,90,-90,0,0,G9 V,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,-0.100,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,26.6990000,-26.6990000,14.8680000,0.1720000,-0.1720000,13.0140000,0.0300000,-0.0300000,14.8009000,0.0012110,-0.0012110
